"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",11226402,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",10565163,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",12413754,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",13748809,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",14605439,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",16390662,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",17669759,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",13931285,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",16190426.69,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",17936169.81,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",18096471.53,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",19936486.28,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",22734674.06,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",23935895.53,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",23981656.16,
"USA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",25288020.5,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",0.544,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",1.159,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2.183,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",2.988,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",1.441,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",2.679,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",4.281,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",5.484,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",7.396,
"ALB","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",10.341,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",11649.518,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",16139.484,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",18306.185,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",22054.841,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",28901.854,
"ARG","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",29282.953,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",68718.848,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",224786.996,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",317187.98,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",411790.399,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",310806.262,
"BRA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",439506.799,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",84.216,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",179.001,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",331.112,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",553.144,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",674.009,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",1025.103,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",1748.633,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",1660.268,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2326.296,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",2713.525,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",3041.777,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",3848.227,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",4806.956,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",5088.964,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",5247.651,
"BGR","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",5833.581,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",35384.581,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",35825.852,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",49224.169,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",60534.599,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",74507.84,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",88293.462,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",111276.576,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",74312.759,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",118052.153,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",148437.026,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",134962.258,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",162020.98,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",162987.982,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",165431.55,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",154711.201,
"CHL","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",174479.804,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",4960.71,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",5471.95,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",7321.979,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",11067.058,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",17017.685,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",19358.026,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",32196.003,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",30765.783,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",32782.646,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",45931.265,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",54005.677,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",68349.094,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",66762.418,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",63741.598,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",51968.234,
"COL","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",64578.401,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",326.695,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",863.241,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",1555.796,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",1871.776,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",2935.799,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",4375.483,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",4565.795,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",6018.075,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",6840.219,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",7394.599,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",9353.051,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",10982.237,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",11156.831,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",11290.507,
"HRV","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",12428.181,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",1.909,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",30.52,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",131.54,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",302.105,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",464.285,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",830.875,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",1330.63,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",1281.945,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",1686.527,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",1771.622,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",1805.773,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",2326.486,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",2843.47,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",3086.667,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",3225.927,
"EST","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",3656.075,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",24486.169,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",27690.116,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",29312.029,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",38423.675,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",44323.02,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",52820.539,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",64567.467,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",60531.135,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",67536.204,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",78246.238,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",79645.058,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",90496.337,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",103045.026,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",110226.21,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",115248.025,
"HKG","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",123100.015,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1343.114,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",79339.089,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",91066.866,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",95039.862,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",111527.013,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",127659.387,
"IND","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",149329.721,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",3232.867,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",4496.644,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",5600.709,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",5960.172,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",6195.32,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",8310.421,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",9332.718,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",7904.11,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",11495.745,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",13982.872,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",15057.761,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",15899.69,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",12929.691,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",14963.023,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",14505.599,
"IDN","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",17034.717,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2000",27777.53,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",27246.317,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",28352.544,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",31802.212,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",34434.351,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",41011.745,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",47692.14,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",58235.204,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",80750.635,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",94678.057,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",112423.099,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",112839.621,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",130094.5,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",153613.073,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",154304.795,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",165227.976,
"ISR","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",177293.228,
"KAZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",1155.748,
"KAZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",1706.306,
"KAZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",2341.92,
"KAZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",3871.908,
"KAZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",4708.026,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",19.592,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",43.771,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",83.734,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",141.128,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",197.934,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",324.805,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",638.786,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",1065.184,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",1643.087,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",1784.931,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",1825.743,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",2191.535,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",2650.11,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",2813.121,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",2916.523,
"LVA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",3339.659,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",1985.74,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",2130.638,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2647.259,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",3695.647,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",3748.358,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",3924.678,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",4434.201,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",4274.603,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",4973.783,
"LIE","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",5219.094,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",75.025,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",115.631,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",205.119,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",269.758,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",339.566,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",457.349,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",608.074,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",664.201,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",723.775,
"MKD","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",841.459,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",44.939,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",758.906,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",1691.891,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",2599.169,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",3424.792,
"MLT","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",4115.647,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",6910.289,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",8290.51,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",10141.864,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",13418.226,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",15434.637,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",20041.378,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",25800.839,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",27178.395,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",26912.589,
"NGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",20212.555,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",10.58,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",9.297,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",11.968,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",16.043,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",20.472,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",33.272,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",57.621,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",101.522,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",145.845,
"PAK","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",216.252,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",3619.974,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",4526.604,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",6368.905,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",7943.034,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",9496.81,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",14410.946,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",20377.489,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",15888.15,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",23979.053,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",31082.642,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",30371.463,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",37981.595,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",36521.376,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",38359.631,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",36385.565,
"PER","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",41177.227,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",5.724,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",329.646,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",842.213,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",1455.113,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",2053.474,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",3050.551,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",4512.531,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",5471.385,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",6254.15,
"ROU","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",7665.737,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1679.617,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",6333.306,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",11964.78,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",15476.417,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",37060.603,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",117179.338,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",70850.149,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",65767.006,
"RUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",87038.487,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",343.932,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",669.187,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",843.495,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",1275.822,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",1822.845,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",2005.615,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2581.966,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",2828.465,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",2881.878,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",2995.434,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",3209.139,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",3109.832,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",2926.674,
"SVN","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",2963.009,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",68904.795,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",100393.056,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",136912.5,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",193926.643,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",202991.462,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",232553.802,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",284669.604,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",211966.255,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",253943.089,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",331501.297,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",298394.921,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",323385.071,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",306107.046,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",317525.246,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",259622.065,
"ZAF","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",302975.129,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",5040.887,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",5673.545,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",7257.495,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",7820.094,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",8430.338,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",10845.408,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",13099.943,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",13333.168,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",15505.874,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",19165.498,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",19532.451,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",22847.31,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",22965.477,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",25529.046,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",24667.072,
"THA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",27334.086,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",893.364,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1232.078,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",1678.262,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",2153.085,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",2585.893,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",3384.047,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",2872.301,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",5104.353,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",6693.765,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",7765.438,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",10145.506,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",10507.819,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",10956.905,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",10612.974,
"URY","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",12483.08,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",141.753,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",151.283,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",253.406,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",222.266,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",352.137,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",332.88,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",541.406,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",423.81,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",499.569,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",594.583,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",616.211,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",749.515,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",837.931,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",781.847,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",515.847,
"ZMB","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",670.968,
